,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
61,MEREO BIOPHARMA GROUP PLC,ADS,589492107,187,179419,SH,SOLE,179419,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
62,MIRATI THERAPEUTICS INC ,COM,60468T105,149,100000,SH,SOLE,100000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
63,MIRATI THERAPEUTICS INC ,COM,60468T105,255167,3319450,SH,SOLE,3319450,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
64,MOLECULAR TEMPLATES INC,COM,608550109,32882,2474133,SH,SOLE,2474133,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
65,MOMENTA PHARMACEUTICALS INC ,COM,60877T100,881,30637,SH,SOLE,30637,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
66,MORPHIC HOLDING INC ,COM,61775R105,9542,650000,SH,SOLE,650000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
67,MOTUS GI HLDGS INC ,COM,62014P108,2837,4210542,SH,SOLE,4210542,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
68,MYLAN N.V. ,SHS EURO ,N59465109,6028,400000,SH,SOLE,400000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
69,MYOKARDIA INC ,COM,62857M105,61611,1314209,SH,SOLE,1314209,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
70,NEOLEUKIN THERAPEUTICS INC ,COM,64049K104,5535,500000,SH,SOLE,500000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
71,NEPTUNE WELLNESS SOLUTIONS INC ,COM,64079L105,15721,13436906,SH,SOLE,13436906,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
72,NEUROCRINE BIOSCIENCES INC ,COM,64125C109,265126,3063263,SH,SOLE,3063263,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
73,NEVRO CORP ,COM,64157F103,107449,1092068,SH,SOLE,1092068,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
74,OUTLOOK THERAPEUTICS INC,W EXP 02/18/202,69012T115,46,420875,SH,SOLE,420875,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
75,PHREESIA INC ,COM,71944F106,1424,70000,SH,SOLE,70000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
76,PROVENTION BIO INC ,COM,74374N102,27707,3011574,SH,SOLE,3011574,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
77,QUOTIENT LTD ,COM,G73268107,52491,13289054,SH,SOLE,13289054,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
78,REGENERON PHARMACEUTICALS INC ,COM,75886F107,39063,80000,SH,SOLE,80000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
79,REGENXBIO INC ,COM,75901B107,17145,508000,SH,SOLE,508000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
80,REPRO MED SYS INC ,COM,759910102,537,74813,SH,SOLE,74813,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
81,RESTORBIO INC ,COM,76133L103,10,9306,SH,SOLE,9306,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
82,RETROPHIN INC,NOTE 2.500% 9/1,761299AB2,35016,45000000,PRN,SOLE,45000000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
83,RETROPHIN INC ,COM,761299106,42173,2890608,SH,SOLE,2890608,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
84,REVANCE THERAPEUTICS INC ,COM,761330109,13690,925000,SH,SOLE,925000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
85,REVOLUTION MEDICINES INC ,COM,76155X100,7816,350000,SH,SOLE,350000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
86,RHYTHM PHARMACEUTICALS INC ,COM,76243J105,2600,170859,SH,SOLE,170859,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
87,ROCKET PHARMACEUTICALS INC ,COM,77313F106,30537,2189010,SH,SOLE,2189010,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
88,SC HEALTH CORP ,UNIT 99/99/9999,G78516302,10000,1000000,SH,SOLE,1000000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
89,SCHRODINGER INC ,COM,80810D103,10545,250000,SH,SOLE,250000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
90,SIERRA ONCOLOGY INC ,COM,82640U404,664,66654,SH,SOLE,66654,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
91,SILK ROAD MEDICAL INC ,COM,82710M100,6639,204600,SH,SOLE,204600,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
92,SOLID BIOSCIENCES INC ,COM,3422E1055,16132,6749803,SH,SOLE,6749803,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
93,SPDR S&P 500 ETF TR,TR UNIT ,78462F103,159,325000,SH,SOLE,325000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
94,SPRINGWORKS THERAPEUTICS INC ,COM,85205L107,94078,3484358,SH,SOLE,3484358,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
95,STOKE THERAPEUTICS INC ,COM,86150R107,15388,671978,SH,SOLE,671978,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
96,THERAPEUTICSMD INC,COM,88338N107,1173,1096101,SH,SOLE,1096101,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
97,THERAVANCE BIOPHARMA INC ,COM,G8807B106,23110,1000000,SH,SOLE,1000000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
98,TRANSLATE BIO INC ,COM,89374L104,4994,435000,SH,SOLE,435000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
99,TURNING POINT THERAPEUTICS INC ,COM,90041T108,15441,349890,SH,SOLE,349890,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
100,TWIST BIOSCIENCE CORP,COM,90184D100,10380,322356,SH,SOLE,322356,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
101,UROVANT SCIENCES LTD ,COM,G9381B108,21823,2366831,SH,SOLE,2366831,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
102,VAPOTHERM INC ,COM,922107107,31447,1670067,SH,SOLE,1670067,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
103,VBI VACCINES INC ,COM,91822J103,43653,45951556,SH,SOLE,45951556,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
104,VERRICA PHARMACEUTICALS INC ,COM,92511W108,37275,3410412,SH,SOLE,3410412,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
105,VERU INC REGISTERED SHS,COM,92536C103,5396,1650000,SH,SOLE,1650000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
106,VIEWRAY INC ,COM,92672L107,5713,2451748,SH,SOLE,2451748,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
107,VOCERA COMMUNICATIONS INC ,COM,92857F107,10298,470000,SH,SOLE,470000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
108,Y-MABS THERAPEUTICS INC,COM,984241109,12085,522480,SH,SOLE,522480,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
109,ZIMMER BIOMET HOLDINGS INC,COM,98956P102,4914,50000,SH,SOLE,50000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
110,ZOGENIX INC ,COM,98978L204,85390,3452921,SH,SOLE,3452921,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
111,ZOGENIX INC ,COM,98978L204,724,300000,SH,SOLE,300000,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
112,ZYMEWORKS INC ,COM,98985W102,126092,3560999,SH,SOLE,3560999,0,0,2020-03-31,2020Q1,PERCEPTIVE ADVISORS LLC,0001224962
